FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,Notes
"SC, Cherokee",1999-2024,45021,Human infections and non-human activity,2,1,0,
"SC, Chester",1999-2024,45023,Human infections and non-human activity,2,1,1,
"SC, Chesterfield",1999-2024,45025,Non-human activity,0,0,0,
"SC, Clarendon",1999-2024,45027,Non-human activity,0,0,0,
"SC, Colleton",1999-2024,45029,Non-human activity,0,0,0,
"SC, Darlington",1999-2024,45031,Human infections and non-human activity,3,3,0,
"SC, Dillon",1999-2024,45033,Human infections and non-human activity,1,0,0,
"SC, Dorchester",1999-2024,45035,Human infections and non-human activity,7,7,1,
"SC, Edgefield",1999-2024,45037,Non-human activity,0,0,0,
"SC, Fairfield",1999-2024,45039,Non-human activity,0,0,0,
"SC, Florence",1999-2024,45041,Human infections and non-human activity,5,5,1,
"SC, Georgetown",1999-2024,45043,Human infections and non-human activity,1,1,0,
"SC, Greenville",1999-2024,45045,Human infections and non-human activity,13,12,6,
"SC, Greenwood",1999-2024,45047,Human infections and non-human activity,6,2,4,
"SC, Hampton",1999-2024,45049,Non-human activity,0,0,0,
"SC, Horry",1999-2024,45051,Human infections and non-human activity,10,9,1,
"SC, Jasper",1999-2024,45053,Human infections and non-human activity,1,0,1,
"SC, Kershaw",1999-2024,45055,Human infections and non-human activity,1,1,0,
"SC, Lancaster",1999-2024,45057,Human infections and non-human activity,1,1,0,
"SC, Laurens",1999-2024,45059,Human infections and non-human activity,1,1,2,
"SC, Lee",1999-2024,45061,Non-human activity,0,0,0,
"SC, Lexington",1999-2024,45063,Human infections and non-human activity,10,5,3,
"SC, Marion",1999-2024,45067,Human infections and non-human activity,1,1,0,
"SC, Marlboro",1999-2024,45069,Human infections and non-human activity,2,2,0,
"SC, Newberry",1999-2024,45071,Human infections and non-human activity,3,1,1,
"SC, Oconee",1999-2024,45073,Human infections and non-human activity,4,3,0,
"SC, Orangeburg",1999-2024,45075,Human infections and non-human activity,3,2,1,
"SC, Pickens",1999-2024,45077,Human infections and non-human activity,3,3,0,
"SC, Richland",1999-2024,45079,Human infections and non-human activity,15,13,10,
"SC, Saluda",1999-2024,45081,Non-human activity,0,0,0,
"SC, Spartanburg",1999-2024,45083,Human infections and non-human activity,6,2,4,
"SC, Sumter",1999-2024,45085,Human infections and non-human activity,4,3,0,
"SC, Union",1999-2024,45087,Human infections and non-human activity,3,3,0,
"SC, Williamsburg",1999-2024,45089,Non-human activity,0,0,0,
"SC, York",1999-2024,45091,Human infections and non-human activity,4,4,4,
"SD, Aurora",1999-2024,46003,Human infections and non-human activity,14,4,1,
"SD, Beadle",1999-2024,46005,Human infections and non-human activity,83,18,3,
"SD, Bennett",1999-2024,46007,Human infections and non-human activity,16,3,0,
"SD, Bon Homme",1999-2024,46009,Human infections and non-human activity,24,9,4,
"SD, Brookings",1999-2024,46011,Human infections and non-human activity,72,24,3,
"SD, Brown",1999-2024,46013,Human infections and non-human activity,341,60,33,
"SD, Brule",1999-2024,46015,Human infections and non-human activity,26,8,4,
"SD, Buffalo",1999-2024,46017,Human infections and non-human activity,11,5,0,
"SD, Butte",1999-2024,46019,Human infections and non-human activity,68,11,6,
"SD, Campbell",1999-2024,46021,Human infections and non-human activity,13,2,0,
"SD, Charles Mix",1999-2024,46023,Human infections and non-human activity,67,12,6,
"SD, Clark",1999-2024,46025,Human infections and non-human activity,33,7,3,
"SD, Clay",1999-2024,46027,Human infections and non-human activity,42,8,2,
"SD, Codington",1999-2024,46029,Human infections and non-human activity,61,10,6,
"SD, Corson",1999-2024,46031,Human infections and non-human activity,16,5,0,
"SD, Custer",1999-2024,46033,Human infections and non-human activity,7,1,1,
"SD, Davison",1999-2024,46035,Human infections and non-human activity,97,23,6,
"SD, Day",1999-2024,46037,Human infections and non-human activity,38,7,2,
"SD, Deuel",1999-2024,46039,Human infections and non-human activity,11,3,1,
"SD, Dewey",1999-2024,46041,Human infections and non-human activity,49,19,3,
"SD, Douglas",1999-2024,46043,Human infections and non-human activity,29,6,6,
"SD, Edmunds",1999-2024,46045,Human infections and non-human activity,33,6,9,
"SD, Fall River",1999-2024,46047,Human infections and non-human activity,32,11,0,
"SD, Faulk",1999-2024,46049,Human infections and non-human activity,32,6,4,
"SD, Grant",1999-2024,46051,Human infections and non-human activity,25,2,3,
"SD, Gregory",1999-2024,46053,Human infections and non-human activity,14,1,0,
"SD, Haakon",1999-2024,46055,Human infections and non-human activity,14,3,2,
"SD, Hamlin",1999-2024,46057,Human infections and non-human activity,31,9,4,
"SD, Hand",1999-2024,46059,Human infections and non-human activity,22,7,7,
"SD, Hanson",1999-2024,46061,Human infections and non-human activity,22,5,3,
"SD, Harding",1999-2024,46063,Human infections and non-human activity,7,3,0,
"SD, Hughes",1999-2024,46065,Human infections and non-human activity,109,19,8,
"SD, Hutchinson",1999-2024,46067,Human infections and non-human activity,38,14,5,
"SD, Hyde",1999-2024,46069,Human infections and non-human activity,9,1,0,
"SD, Jackson",1999-2024,46071,Human infections and non-human activity,13,5,0,
"SD, Jerauld",1999-2024,46073,Human infections and non-human activity,12,4,2,
"SD, Jones",1999-2024,46075,Human infections and non-human activity,8,2,0,
"SD, Kingsbury",1999-2024,46077,Human infections and non-human activity,48,7,0,
"SD, Lake",1999-2024,46079,Human infections and non-human activity,39,10,2,
"SD, Lawrence",1999-2024,46081,Human infections and non-human activity,42,4,4,
"SD, Lincoln",1999-2024,46083,Human infections and non-human activity,73,26,6,
"SD, Lyman",1999-2024,46085,Human infections and non-human activity,29,7,2,
"SD, Mccook",1999-2024,46087,Human infections and non-human activity,25,6,0,
"SD, Mcpherson",1999-2024,46089,Human infections and non-human activity,17,4,0,
"SD, Marshall",1999-2024,46091,Human infections and non-human activity,58,7,6,
"SD, Meade",1999-2024,46093,Human infections and non-human activity,54,13,2,
"SD, Mellette",1999-2024,46095,Human infections and non-human activity,13,4,0,
"SD, Miner",1999-2024,46097,Human infections and non-human activity,14,4,1,
"SD, Minnehaha",1999-2024,46099,Human infections and non-human activity,197,64,28,
"SD, Moody",1999-2024,46101,Human infections and non-human activity,13,4,2,
"SD, Oglala Lakota County",1999-2024,46102,Human infections and non-human activity,44,19,0,
"SD, Pennington",1999-2024,46103,Human infections and non-human activity,223,59,31,
"SD, Perkins",1999-2024,46105,Human infections and non-human activity,28,1,1,
"SD, Potter",1999-2024,46107,Human infections and non-human activity,29,7,3,
"SD, Roberts",1999-2024,46109,Human infections and non-human activity,38,6,6,
"SD, Sanborn",1999-2024,46111,Human infections and non-human activity,30,5,4,
"SD, Spink",1999-2024,46115,Human infections and non-human activity,60,11,4,
"SD, Stanley",1999-2024,46117,Human infections and non-human activity,17,3,1,
"SD, Sully",1999-2024,46119,Human infections and non-human activity,15,3,0,
"SD, Todd",1999-2024,46121,Human infections and non-human activity,23,9,1,
"SD, Tripp",1999-2024,46123,Human infections and non-human activity,36,6,3,
"SD, Turner",1999-2024,46125,Human infections and non-human activity,44,10,5,
"SD, Union",1999-2024,46127,Human infections and non-human activity,31,14,6,
"SD, Walworth",1999-2024,46129,Human infections and non-human activity,33,13,1,
"SD, Yankton",1999-2024,46135,Human infections and non-human activity,45,14,8,
"SD, Ziebach",1999-2024,46137,Human infections and non-human activity,9,0,0,
"TN, Anderson",1999-2024,47001,Non-human activity,0,0,0,
"TN, Bedford",1999-2024,47003,Human infections and non-human activity,3,3,0,
"TN, Benton",1999-2024,47005,Non-human activity,0,0,0,
"TN, Bledsoe",1999-2024,47007,Non-human activity,0,0,0,
"TN, Blount",1999-2024,47009,Human infections and non-human activity,2,2,0,
"TN, Bradley",1999-2024,47011,Human infections and non-human activity,1,0,0,
"TN, Campbell",1999-2024,47013,Non-human activity,0,0,0,
"TN, Cannon",1999-2024,47015,Non-human activity,0,0,0,
"TN, Carroll",1999-2024,47017,Non-human activity,0,0,0,
"TN, Carter",1999-2024,47019,Human infections and non-human activity,5,4,0,
"TN, Cheatham",1999-2024,47021,Human infections and non-human activity,1,0,0,
"TN, Chester",1999-2024,47023,Human infections and non-human activity,1,1,0,
"TN, Claiborne",1999-2024,47025,Non-human activity,0,0,0,
"TN, Clay",1999-2024,47027,Non-human activity,0,0,0,
"TN, Cocke",1999-2024,47029,Human infections and non-human activity,1,1,0,
"TN, Coffee",1999-2024,47031,Non-human activity,0,0,0,
"TN, Crockett",1999-2024,47033,Human infections and non-human activity,10,5,0,
"TN, Cumberland",1999-2024,47035,Human infections and non-human activity,2,1,0,
"TN, Davidson",1999-2024,47037,Human infections and non-human activity,27,17,4,
"TN, Decatur",1999-2024,47039,Non-human activity,0,0,0,
"TN, De Kalb",1999-2024,47041,Non-human activity,0,0,0,
"TN, Dickson",1999-2024,47043,Non-human activity,0,0,0,
"TN, Dyer",1999-2024,47045,Human infections and non-human activity,2,0,0,
"TN, Fayette",1999-2024,47047,Human infections and non-human activity,2,1,0,
"TN, Fentress",1999-2024,47049,Non-human activity,0,0,0,
"TN, Franklin",1999-2024,47051,Non-human activity,0,0,0,
"TN, Gibson",1999-2024,47053,Human infections and non-human activity,5,5,0,
"TN, Giles",1999-2024,47055,Non-human activity,0,0,0,
"TN, Grainger",1999-2024,47057,Human infections and non-human activity,1,1,0,
"TN, Greene",1999-2024,47059,Human infections and non-human activity,4,4,0,
"TN, Hamblen",1999-2024,47063,Human infections and non-human activity,2,2,0,
"TN, Hamilton",1999-2024,47065,Human infections and non-human activity,13,13,0,
"TN, Hardeman",1999-2024,47069,Non-human activity,0,0,0,
"TN, Hardin",1999-2024,47071,Human infections and non-human activity,1,0,0,
"TN, Hawkins",1999-2024,47073,Human infections and non-human activity,1,1,0,
"TN, Haywood",1999-2024,47075,Human infections and non-human activity,3,2,1,
"TN, Henderson",1999-2024,47077,Human infections and non-human activity,1,1,1,
"TN, Henry",1999-2024,47079,Non-human activity,0,0,0,
"TN, Hickman",1999-2024,47081,Human infections and non-human activity,2,2,0,
"TN, Humphreys",1999-2024,47085,Non-human activity,0,0,0,
"TN, Jackson",1999-2024,47087,Non-human activity,0,0,0,
"TN, Jefferson",1999-2024,47089,Human infections and non-human activity,2,2,0,
"TN, Johnson",1999-2024,47091,Human infections and non-human activity,2,1,0,
"TN, Knox",1999-2024,47093,Human infections and non-human activity,9,6,1,
"TN, Lake",1999-2024,47095,Human infections and non-human activity,1,1,0,
"TN, Lauderdale",1999-2024,47097,Non-human activity,0,0,0,
"TN, Lawrence",1999-2024,47099,Human infections and non-human activity,2,2,0,
"TN, Lewis",1999-2024,47101,Non-human activity,0,0,0,
"TN, Lincoln",1999-2024,47103,Human infections and non-human activity,1,1,0,
"TN, Loudon",1999-2024,47105,Non-human activity,0,0,0,
"TN, Mcminn",1999-2024,47107,Human infections and non-human activity,1,0,0,
"TN, Mcnairy",1999-2024,47109,Non-human activity,0,0,0,
"TN, Macon",1999-2024,47111,Human infections and non-human activity,1,0,1,
"TN, Madison",1999-2024,47113,Human infections and non-human activity,5,3,0,
"TN, Marion",1999-2024,47115,Human infections and non-human activity,1,0,0,
"TN, Marshall",1999-2024,47117,Human infections and non-human activity,0,0,1,
"TN, Maury",1999-2024,47119,Non-human activity,0,0,0,
"TN, Meigs",1999-2024,47121,Human infections and non-human activity,1,1,0,
"TN, Monroe",1999-2024,47123,Human infections and non-human activity,2,1,0,
"TN, Montgomery",1999-2024,47125,Human infections and non-human activity,3,2,0,
"TN, Moore",1999-2024,47127,Non-human activity,0,0,0,
"TN, Morgan",1999-2024,47129,Human infections and non-human activity,1,1,0,
"TN, Obion",1999-2024,47131,Human infections and non-human activity,3,2,1,
"TN, Overton",1999-2024,47133,Non-human activity,0,0,0,
"TN, Polk",1999-2024,47139,Non-human activity,0,0,0,
"TN, Putnam",1999-2024,47141,Human infections and non-human activity,2,2,0,
"TN, Rhea",1999-2024,47143,Non-human activity,0,0,0,
"TN, Roane",1999-2024,47145,Human infections and non-human activity,1,1,0,
"TN, Robertson",1999-2024,47147,Human infections and non-human activity,1,1,0,
"TN, Rutherford",1999-2024,47149,Human infections and non-human activity,10,9,0,
"TN, Scott",1999-2024,47151,Non-human activity,0,0,0,
"TN, Sequatchie",1999-2024,47153,Non-human activity,0,0,0,
"TN, Sevier",1999-2024,47155,Human infections and non-human activity,2,2,0,
"TN, Shelby",1999-2024,47157,Human infections and non-human activity,191,144,8,
"TN, Smith",1999-2024,47159,Non-human activity,0,0,0,
"TN, Stewart",1999-2024,47161,Non-human activity,0,0,0,
"TN, Sullivan",1999-2024,47163,Human infections and non-human activity,7,6,1,
"TN, Sumner",1999-2024,47165,Human infections and non-human activity,6,3,1,
"TN, Tipton",1999-2024,47167,Human infections and non-human activity,3,2,0,
"TN, Trousdale",1999-2024,47169,Human infections and non-human activity,1,1,0,
"TN, Union",1999-2024,47173,Non-human activity,0,0,0,
"TN, Warren",1999-2024,47177,Human infections and non-human activity,2,0,0,
"TN, Washington",1999-2024,47179,Human infections and non-human activity,6,4,1,
"TN, Weakley",1999-2024,47183,Human infections and non-human activity,3,2,0,
"TN, White",1999-2024,47185,Non-human activity,0,0,0,
"TN, Williamson",1999-2024,47187,Human infections and non-human activity,2,2,0,
"TN, Wilson",1999-2024,47189,Human infections and non-human activity,2,2,0,
"TX, Anderson",1999-2024,48001,Human infections and non-human activity,4,4,1,
"TX, Andrews",1999-2024,48003,Human infections and non-human activity,26,18,0,
"TX, Angelina",1999-2024,48005,Human infections and non-human activity,80,56,6,
"TX, Aransas",1999-2024,48007,Non-human activity,0,0,0,
"TX, Archer",1999-2024,48009,Human infections and non-human activity,3,1,0,
"TX, Armstrong",1999-2024,48011,Human infections and non-human activity,4,4,2,
"TX, Atascosa",1999-2024,48013,Non-human activity,0,0,0,
"TX, Austin",1999-2024,48015,Human infections and non-human activity,3,2,0,
"TX, Bailey",1999-2024,48017,Human infections and non-human activity,20,9,0,
"TX, Bandera",1999-2024,48019,Non-human activity,0,0,0,
"TX, Bastrop",1999-2024,48021,Human infections and non-human activity,13,6,2,
"TX, Baylor",1999-2024,48023,Human infections and non-human activity,4,4,1,
"TX, Bee",1999-2024,48025,Human infections and non-human activity,1,1,1,
"TX, Bell",1999-2024,48027,Human infections and non-human activity,25,20,4,
"TX, Bexar",1999-2024,48029,Human infections and non-human activity,101,72,23,
"TX, Blanco",1999-2024,48031,Human infections and non-human activity,2,2,0,
"TX, Bosque",1999-2024,48035,Human infections and non-human activity,2,2,0,
"TX, Bowie",1999-2024,48037,Human infections and non-human activity,25,16,4,
"TX, Brazoria",1999-2024,48039,Human infections and non-human activity,31,20,5,
"TX, Brazos",1999-2024,48041,Human infections and non-human activity,53,32,4,
"TX, Brewster",1999-2024,48043,Human infections and non-human activity,1,0,0,
"TX, Briscoe",1999-2024,48045,Human infections and non-human activity,10,1,0,
"TX, Brooks",1999-2024,48047,Non-human activity,0,0,0,
"TX, Brown",1999-2024,48049,Human infections and non-human activity,6,3,1,
"TX, Burleson",1999-2024,48051,Human infections and non-human activity,2,0,0,
"TX, Burnet",1999-2024,48053,Human infections and non-human activity,5,3,0,
"TX, Caldwell",1999-2024,48055,Human infections and non-human activity,3,3,0,
"TX, Calhoun",1999-2024,48057,Human infections and non-human activity,2,2,0,
"TX, Callahan",1999-2024,48059,Human infections and non-human activity,8,5,0,
"TX, Cameron",1999-2024,48061,Human infections and non-human activity,39,24,2,
"TX, Camp",1999-2024,48063,Human infections and non-human activity,1,1,1,
"TX, Carson",1999-2024,48065,Human infections and non-human activity,11,6,8,
"TX, Cass",1999-2024,48067,Human infections and non-human activity,6,2,1,
"TX, Castro",1999-2024,48069,Human infections and non-human activity,37,9,3,
"TX, Chambers",1999-2024,48071,Human infections and non-human activity,4,3,1,
"TX, Cherokee",1999-2024,48073,Human infections and non-human activity,12,6,0,
"TX, Childress",1999-2024,48075,Human infections and non-human activity,5,4,1,
"TX, Clay",1999-2024,48077,Human infections and non-human activity,6,5,0,
"TX, Cochran",1999-2024,48079,Human infections and non-human activity,7,3,0,
"TX, Coke",1999-2024,48081,Human infections and non-human activity,2,1,1,
"TX, Coleman",1999-2024,48083,Human infections and non-human activity,1,1,0,
"TX, Collin",1999-2024,48085,Human infections and non-human activity,171,92,23,
"TX, Collingsworth",1999-2024,48087,Human infections and non-human activity,2,0,0,
"TX, Colorado",1999-2024,48089,Human infections and non-human activity,4,3,0,
"TX, Comal",1999-2024,48091,Human infections and non-human activity,4,2,1,
"TX, Comanche",1999-2024,48093,Human infections and non-human activity,4,1,0,
"TX, Concho",1999-2024,48095,Human infections and non-human activity,3,3,0,
"TX, Cooke",1999-2024,48097,Human infections and non-human activity,20,12,0,
"TX, Coryell",1999-2024,48099,Human infections and non-human activity,2,2,1,
"TX, Cottle",1999-2024,48101,Human infections and non-human activity,1,0,0,
"TX, Crosby",1999-2024,48107,Human infections and non-human activity,23,11,3,
"TX, Dallam",1999-2024,48111,Human infections and non-human activity,7,3,3,
"TX, Dallas",1999-2024,48113,Human infections and non-human activity,919,550,61,
"TX, Dawson",1999-2024,48115,Human infections and non-human activity,9,8,0,
"TX, Deaf Smith",1999-2024,48117,Human infections and non-human activity,29,15,2,
"TX, Delta",1999-2024,48119,Non-human activity,0,0,0,
"TX, Denton",1999-2024,48121,Human infections and non-human activity,314,136,28,
"TX, De Witt",1999-2024,48123,Human infections and non-human activity,3,1,1,
"TX, Dickens",1999-2024,48125,Human infections and non-human activity,2,1,1,
"TX, Dimmit",1999-2024,48127,Human infections,1,1,0,
"TX, Donley",1999-2024,48129,Human infections and non-human activity,6,4,0,
"TX, Duval",1999-2024,48131,Non-human activity,0,0,0,
"TX, Eastland",1999-2024,48133,Human infections and non-human activity,2,2,0,
"TX, Ector",1999-2024,48135,Human infections and non-human activity,36,23,4,
"TX, Edwards",1999-2024,48137,Non-human activity,0,0,0,
"TX, Ellis",1999-2024,48139,Human infections and non-human activity,46,28,6,
"TX, El Paso",1999-2024,48141,Human infections and non-human activity,365,296,61,
"TX, Erath",1999-2024,48143,Human infections and non-human activity,6,3,1,
"TX, Falls",1999-2024,48145,Human infections and non-human activity,3,2,0,
"TX, Fannin",1999-2024,48147,Human infections and non-human activity,2,1,1,
"TX, Fayette",1999-2024,48149,Human infections and non-human activity,5,1,0,
"TX, Fisher",1999-2024,48151,Human infections and non-human activity,2,0,1,
"TX, Floyd",1999-2024,48153,Human infections and non-human activity,25,12,3,
"TX, Foard",1999-2024,48155,Human infections and non-human activity,2,2,0,
"TX, Fort Bend",1999-2024,48157,Human infections and non-human activity,42,29,5,
"TX, Franklin",1999-2024,48159,Human infections and non-human activity,4,3,3,
"TX, Freestone",1999-2024,48161,Human infections and non-human activity,7,6,0,
"TX, Frio",1999-2024,48163,Human infections and non-human activity,3,1,1,
"TX, Gaines",1999-2024,48165,Human infections and non-human activity,7,2,0,
"TX, Galveston",1999-2024,48167,Human infections and non-human activity,28,24,11,
"TX, Garza",1999-2024,48169,Human infections and non-human activity,2,2,2,
"TX, Gillespie",1999-2024,48171,Non-human activity,0,0,0,
"TX, Glasscock",1999-2024,48173,Human infections and non-human activity,5,4,1,
"TX, Goliad",1999-2024,48175,Non-human activity,0,0,0,
"TX, Gonzales",1999-2024,48177,Human infections and non-human activity,2,2,0,
"TX, Gray",1999-2024,48179,Human infections and non-human activity,8,8,0,
"TX, Grayson",1999-2024,48181,Human infections and non-human activity,31,21,1,
"TX, Gregg",1999-2024,48183,Human infections and non-human activity,56,35,4,
"TX, Grimes",1999-2024,48185,Human infections and non-human activity,11,8,0,
"TX, Guadalupe",1999-2024,48187,Human infections and non-human activity,8,5,3,
"TX, Hale",1999-2024,48189,Human infections and non-human activity,66,28,4,
"TX, Hall",1999-2024,48191,Human infections and non-human activity,5,2,0,
"TX, Hamilton",1999-2024,48193,Human infections and non-human activity,1,0,0,
"TX, Hansford",1999-2024,48195,Human infections and non-human activity,14,6,1,
"TX, Hardeman",1999-2024,48197,Human infections and non-human activity,1,1,0,
"TX, Hardin",1999-2024,48199,Human infections and non-human activity,6,3,3,
"TX, Harris",1999-2024,48201,Human infections and non-human activity,812,649,164,
"TX, Harrison",1999-2024,48203,Human infections and non-human activity,10,6,4,
"TX, Hartley",1999-2024,48205,Human infections and non-human activity,2,1,1,
"TX, Haskell",1999-2024,48207,Human infections and non-human activity,6,3,0,
"TX, Hays",1999-2024,48209,Human infections and non-human activity,12,8,0,
"TX, Hemphill",1999-2024,48211,Human infections and non-human activity,6,2,0,
"TX, Henderson",1999-2024,48213,Human infections and non-human activity,15,11,0,
"TX, Hidalgo",1999-2024,48215,Human infections and non-human activity,60,46,5,
"TX, Hill",1999-2024,48217,Human infections and non-human activity,6,4,4,
"TX, Hockley",1999-2024,48219,Human infections and non-human activity,23,17,6,
"TX, Hood",1999-2024,48221,Human infections and non-human activity,18,13,2,
"TX, Hopkins",1999-2024,48223,Human infections and non-human activity,11,6,1,
"TX, Houston",1999-2024,48225,Human infections and non-human activity,1,1,0,
"TX, Howard",1999-2024,48227,Human infections and non-human activity,8,5,0,
"TX, Hudspeth",1999-2024,48229,Human infections and non-human activity,2,2,0,
"TX, Hunt",1999-2024,48231,Human infections and non-human activity,36,25,3,
"TX, Hutchinson",1999-2024,48233,Human infections and non-human activity,16,12,2,
"TX, Irion",1999-2024,48235,Human infections and non-human activity,2,1,0,
"TX, Jack",1999-2024,48237,Human infections and non-human activity,2,1,0,
"TX, Jackson",1999-2024,48239,Human infections and non-human activity,2,2,0,
"TX, Jasper",1999-2024,48241,Human infections and non-human activity,1,1,0,
"TX, Jeff Davis",1999-2024,48243,Human infections and non-human activity,1,1,0,
"TX, Jefferson",1999-2024,48245,Human infections and non-human activity,83,53,6,
"TX, Jim Hogg",1999-2024,48247,Human infections and non-human activity,1,1,0,
"TX, Jim Wells",1999-2024,48249,Human infections and non-human activity,5,2,2,
"TX, Johnson",1999-2024,48251,Human infections and non-human activity,40,30,6,
"TX, Jones",1999-2024,48253,Human infections and non-human activity,7,3,0,
"TX, Karnes",1999-2024,48255,Human infections and non-human activity,1,1,0,
"TX, Kaufman",1999-2024,48257,Human infections and non-human activity,27,18,2,
"TX, Kendall",1999-2024,48259,Human infections and non-human activity,1,1,0,
"TX, Kenedy",1999-2024,48261,Non-human activity,0,0,0,
"TX, Kerr",1999-2024,48265,Human infections and non-human activity,1,0,0,
"TX, Kimble",1999-2024,48267,Non-human activity,0,0,0,
"TX, King",1999-2024,48269,Human infections and non-human activity,1,1,0,
"TX, Kinney",1999-2024,48271,Non-human activity,0,0,0,
"TX, Kleberg",1999-2024,48273,Human infections and non-human activity,2,2,0,
"TX, Knox",1999-2024,48275,Human infections and non-human activity,3,3,0,
"TX, Lamar",1999-2024,48277,Human infections and non-human activity,15,8,0,
"TX, Lamb",1999-2024,48279,Human infections and non-human activity,26,9,0,
"TX, Lampasas",1999-2024,48281,Non-human activity,0,0,0,
"TX, La Salle",1999-2024,48283,Non-human activity,0,0,0,
"TX, Lavaca",1999-2024,48285,Human infections and non-human activity,2,1,0,
"TX, Lee",1999-2024,48287,Human infections and non-human activity,1,0,0,
"TX, Leon",1999-2024,48289,Human infections and non-human activity,2,1,0,
"TX, Liberty",1999-2024,48291,Human infections and non-human activity,15,14,2,
"TX, Limestone",1999-2024,48293,Human infections and non-human activity,7,4,1,
"TX, Lipscomb",1999-2024,48295,Human infections and non-human activity,4,1,1,
"TX, Live Oak",1999-2024,48297,Non-human activity,0,0,0,
"TX, Llano",1999-2024,48299,Non-human activity,0,0,0,
"TX, Lubbock",1999-2024,48303,Human infections and non-human activity,175,118,28,
"TX, Lynn",1999-2024,48305,Human infections and non-human activity,5,3,2,
"TX, Mcculloch",1999-2024,48307,Human infections and non-human activity,1,0,0,
"TX, Mclennan",1999-2024,48309,Human infections and non-human activity,72,54,5,
"TX, Mcmullen",1999-2024,48311,Non-human activity,0,0,0,
"TX, Madison",1999-2024,48313,Human infections and non-human activity,1,0,0,
"TX, Marion",1999-2024,48315,Non-human activity,0,0,0,
"TX, Martin",1999-2024,48317,Human infections and non-human activity,4,3,1,
"TX, Mason",1999-2024,48319,Non-human activity,0,0,0,
"TX, Matagorda",1999-2024,48321,Human infections and non-human activity,2,1,1,
"TX, Maverick",1999-2024,48323,Human infections and non-human activity,1,1,0,
"TX, Medina",1999-2024,48325,Non-human activity,0,0,0,
"TX, Menard",1999-2024,48327,Non-human activity,0,0,0,
"TX, Midland",1999-2024,48329,Human infections and non-human activity,39,22,5,
"TX, Milam",1999-2024,48331,Human infections and non-human activity,4,4,0,
"TX, Mills",1999-2024,48333,Human infections and non-human activity,1,0,0,
"TX, Mitchell",1999-2024,48335,Human infections and non-human activity,3,1,0,
"TX, Montague",1999-2024,48337,Human infections and non-human activity,3,1,0,
"TX, Montgomery",1999-2024,48339,Human infections and non-human activity,197,147,48,
"TX, Moore",1999-2024,48341,Human infections and non-human activity,9,9,3,
"TX, Morris",1999-2024,48343,Non-human activity,0,0,0,
"TX, Motley",1999-2024,48345,Human infections and non-human activity,3,2,0,
"TX, Nacogdoches",1999-2024,48347,Human infections and non-human activity,6,5,1,
"TX, Navarro",1999-2024,48349,Human infections and non-human activity,21,12,1,
"TX, Newton",1999-2024,48351,Human infections and non-human activity,3,3,0,
"TX, Nolan",1999-2024,48353,Human infections and non-human activity,3,1,1,
"TX, Nueces",1999-2024,48355,Human infections and non-human activity,64,40,4,
"TX, Ochiltree",1999-2024,48357,Human infections and non-human activity,8,4,2,
"TX, Oldham",1999-2024,48359,Human infections and non-human activity,6,3,1,
"TX, Orange",1999-2024,48361,Human infections and non-human activity,32,23,10,
"TX, Palo Pinto",1999-2024,48363,Human infections and non-human activity,5,5,1,
"TX, Panola",1999-2024,48365,Human infections and non-human activity,12,7,0,
"TX, Parker",1999-2024,48367,Human infections and non-human activity,17,14,3,
"TX, Parmer",1999-2024,48369,Human infections and non-human activity,23,9,3,
"TX, Pecos",1999-2024,48371,Human infections and non-human activity,2,2,1,
"TX, Polk",1999-2024,48373,Human infections and non-human activity,7,6,0,
"TX, Potter",1999-2024,48375,Human infections and non-human activity,57,29,28,
"TX, Presidio",1999-2024,48377,Human infections and non-human activity,3,1,0,
"TX, Rains",1999-2024,48379,Human infections and non-human activity,2,2,0,
"TX, Randall",1999-2024,48381,Human infections and non-human activity,139,78,23,
"TX, Red River",1999-2024,48387,Human infections and non-human activity,3,2,1,
"TX, Reeves",1999-2024,48389,Human infections and non-human activity,1,1,1,
"TX, Refugio",1999-2024,48391,Non-human activity,0,0,0,
"TX, Roberts",1999-2024,48393,Human infections and non-human activity,2,2,0,
"TX, Robertson",1999-2024,48395,Human infections and non-human activity,4,2,0,
"TX, Rockwall",1999-2024,48397,Human infections and non-human activity,5,3,0,
"TX, Runnels",1999-2024,48399,Human infections and non-human activity,7,4,0,
"TX, Rusk",1999-2024,48401,Human infections and non-human activity,21,15,1,
"TX, Sabine",1999-2024,48403,Human infections and non-human activity,1,0,0,
"TX, San Augustine",1999-2024,48405,Human infections,3,2,0,
"TX, San Jacinto",1999-2024,48407,Human infections and non-human activity,1,1,0,
"TX, San Patricio",1999-2024,48409,Human infections and non-human activity,10,7,0,
"TX, San Saba",1999-2024,48411,Non-human activity,0,0,0,
"TX, Schleicher",1999-2024,48413,Human infections and non-human activity,6,1,0,
"TX, Scurry",1999-2024,48415,Human infections and non-human activity,7,3,1,
"TX, Shackelford",1999-2024,48417,Human infections and non-human activity,1,1,0,
"TX, Shelby",1999-2024,48419,Human infections and non-human activity,2,1,1,
"TX, Sherman",1999-2024,48421,Human infections and non-human activity,5,4,0,
"TX, Smith",1999-2024,48423,Human infections and non-human activity,60,42,4,
"TX, Somervell",1999-2024,48425,Non-human activity,0,0,0,
"TX, Starr",1999-2024,48427,Human infections and non-human activity,4,3,0,
"TX, Stephens",1999-2024,48429,Human infections and non-human activity,6,3,0,
